,kcat,MW,kcat_MW,source
NACtex_num2,1684509.733,116.766,14426.371829128342,
NACtex_num3,1684509.733,117.9999,14275.518309761283,
NACtex_num4,1684509.733,121.1044,13909.566729202244,
NH4tex_num1,1684509.733,116.766,14426.371829128342,
NH4tex_num2,1684509.733,41.2198,40866.51883318211,
NH4tex_num3,1684509.733,121.1044,13909.566729202244,
NH4tex_num4,1684509.733,117.9999,14275.518309761283,
URIH_num1,22102.0,33.8229,653.4625948691568,
URIH_num2,22102.0,134.99200000000002,163.72822093161076,
URIH_num3,22102.0,32.5608,678.7916758801995,
XTSNH,36206.74285,32.5608,1111.973380568045,
INSH,66220.40002,32.5608,2033.7461002186678,
BUTtex_num1,1684509.733,41.2198,40866.51883318211,
BUTtex_num2,1684509.733,116.766,14426.371829128342,
BUTtex_num3,1684509.733,117.9999,14275.518309761283,
BUTtex_num4,1684509.733,121.1044,13909.566729202244,
CHLtex_num1,1684509.733,41.2198,40866.51883318211,
CHLtex_num2,1684509.733,116.766,14426.371829128342,
CHLtex_num3,1684509.733,117.9999,14275.518309761283,
CHLtex_num4,1684509.733,121.1044,13909.566729202244,
CO2tex_num1,1684509.733,41.2198,40866.51883318211,
CO2tex_num2,1684509.733,116.766,14426.371829128342,
CO2tex_num3,1684509.733,117.9999,14275.518309761283,
CO2tex_num4,1684509.733,121.1044,13909.566729202244,
CRNtex_num1,1684509.733,41.2198,40866.51883318211,
CRNtex_num2,1684509.733,116.766,14426.371829128342,
CRNtex_num3,1684509.733,117.9999,14275.518309761283,
CRNtex_num4,1684509.733,121.1044,13909.566729202244,
DINStex_num1,1684509.733,41.2198,40866.51883318211,
DINStex_num2,1684509.733,116.766,14426.371829128342,
DINStex_num3,1684509.733,117.9999,14275.518309761283,
DINStex_num4,1684509.733,121.1044,13909.566729202244,
DMStex_num1,1684509.733,41.2198,40866.51883318211,
DMStex_num2,1684509.733,116.766,14426.371829128342,
DMStex_num3,1684509.733,117.9999,14275.518309761283,
DMStex_num4,1684509.733,121.1044,13909.566729202244,
CSNtex_num1,1684509.733,41.2198,40866.51883318211,
CSNtex_num2,1684509.733,116.766,14426.371829128342,
CSNtex_num3,1684509.733,117.9999,14275.518309761283,
CSNtex_num4,1684509.733,121.1044,13909.566729202244,
CYNTtex_num1,1684509.733,117.9999,14275.518309761283,
CYNTtex_num2,1684509.733,121.1044,13909.566729202244,
CYNTtex_num3,1684509.733,116.766,14426.371829128342,
CYNTtex_num4,1684509.733,41.2198,40866.51883318211,
CYStex_num1,1684509.733,41.2198,40866.51883318211,
CYStex_num2,1684509.733,116.766,14426.371829128342,
CYStex_num3,1684509.733,117.9999,14275.518309761283,
CYStex_num4,1684509.733,121.1044,13909.566729202244,
CYTDtex_num1,1684509.733,41.2198,40866.51883318211,
CYTDtex_num2,1684509.733,116.766,14426.371829128342,
CYTDtex_num3,1684509.733,117.9999,14275.518309761283,
CYTDtex_num4,1684509.733,121.1044,13909.566729202244,
DCAtex_num1,1684509.733,41.2198,40866.51883318211,
DCAtex_num2,1684509.733,116.766,14426.371829128342,
DCAtex_num3,1684509.733,117.9999,14275.518309761283,
DCAtex_num4,1684509.733,121.1044,13909.566729202244,
DGSNtex_num1,1684509.733,41.2198,40866.51883318211,
DGSNtex_num2,1684509.733,116.766,14426.371829128342,
DGSNtex_num3,1684509.733,117.9999,14275.518309761283,
DGSNtex_num4,1684509.733,121.1044,13909.566729202244,
MTHFR2,315370.9091,132.4109,2381.759425394737,
ASPO6,7169.22,60.3374,118.81884204490083,
LCTStex_num1,1684509.733,41.2198,40866.51883318211,
LCTStex_num2,1684509.733,116.766,14426.371829128342,
LCTStex_num3,1684509.733,117.9999,14275.518309761283,
LCTStex_num4,1684509.733,121.1044,13909.566729202244,
LEUtex_num1,1684509.733,41.2198,40866.51883318211,
LEUtex_num2,1684509.733,116.766,14426.371829128342,
LEUtex_num3,1684509.733,117.9999,14275.518309761283,
LEUtex_num4,1684509.733,121.1044,13909.566729202244,
LYStex_num1,1684509.733,41.2198,40866.51883318211,
LYStex_num2,1684509.733,116.766,14426.371829128342,
LYStex_num3,1684509.733,117.9999,14275.518309761283,
LYStex_num4,1684509.733,121.1044,13909.566729202244,
LYXtex_num1,1684509.733,41.2198,40866.51883318211,
LYXtex_num2,1684509.733,116.766,14426.371829128342,
LYXtex_num3,1684509.733,117.9999,14275.518309761283,
LYXtex_num4,1684509.733,121.1044,13909.566729202244,
MANtex_num1,1684509.733,41.2198,40866.51883318211,
MANtex_num2,1684509.733,116.766,14426.371829128342,
MANtex_num3,1684509.733,117.9999,14275.518309761283,
MANtex_num4,1684509.733,121.1044,13909.566729202244,
MAN6Ptex_num1,1684509.733,117.9999,14275.518309761283,
MAN6Ptex_num2,1684509.733,121.1044,13909.566729202244,
MAN6Ptex_num3,1684509.733,116.766,14426.371829128342,
MAN6Ptex_num4,1684509.733,41.2198,40866.51883318211,
MELIBtex_num1,1684509.733,41.2198,40866.51883318211,
MELIBtex_num2,1684509.733,116.766,14426.371829128342,
MELIBtex_num3,1684509.733,117.9999,14275.518309761283,
MELIBtex_num4,1684509.733,121.1044,13909.566729202244,
DMSOtex_num1,1684509.733,41.2198,40866.51883318211,
DMSOtex_num2,1684509.733,116.766,14426.371829128342,
DMSOtex_num3,1684509.733,117.9999,14275.518309761283,
DMSOtex_num4,1684509.733,121.1044,13909.566729202244,
FRUtex_num1,1684509.733,41.2198,40866.51883318211,
FRUtex_num2,1684509.733,116.766,14426.371829128342,
FRUtex_num3,1684509.733,117.9999,14275.518309761283,
FRUtex_num4,1684509.733,121.1044,13909.566729202244,
FUCtex_num1,1684509.733,41.2198,40866.51883318211,
FUCtex_num2,1684509.733,116.766,14426.371829128342,
FUCtex_num3,1684509.733,117.9999,14275.518309761283,
FUCtex_num4,1684509.733,121.1044,13909.566729202244,
FUMtex_num1,1684509.733,41.2198,40866.51883318211,
FUMtex_num2,1684509.733,116.766,14426.371829128342,
FUMtex_num3,1684509.733,117.9999,14275.518309761283,
FUMtex_num4,1684509.733,121.1044,13909.566729202244,
ACACT5r_num1,1200988584.0,81.7524,14690560.570698842,
ACACT5r_num2,1200988584.0,46.5305,25810781.83127196,
FE2tex_num1,1684509.733,116.766,14426.371829128342,
FE2tex_num2,1684509.733,41.2198,40866.51883318211,
FE2tex_num3,1684509.733,121.1044,13909.566729202244,
FE2tex_num4,1684509.733,117.9999,14275.518309761283,
NMNtex_num1,1684509.733,41.2198,40866.51883318211,
NMNtex_num2,1684509.733,116.766,14426.371829128342,
NMNtex_num3,1684509.733,117.9999,14275.518309761283,
NMNtex_num4,1684509.733,121.1044,13909.566729202244,
NO2tex_num1,1684509.733,41.2198,40866.51883318211,
NO2tex_num2,1684509.733,116.766,14426.371829128342,
NO2tex_num3,1684509.733,117.9999,14275.518309761283,
NO2tex_num4,1684509.733,121.1044,13909.566729202244,
DHPS2,277279.9754,61.2302,4528.483908267489,
MTHFC,10664400.0,62.0875,171764.0426816992,
MTHFD,630387.6923,62.0875,10153.2142911214,
ALKP,253046.88,20.7798,12177.541651026477,
GDPtex_num1,1684509.733,121.1044,13909.566729202244,
GDPtex_num2,1684509.733,117.9999,14275.518309761283,
GDPtex_num3,1684509.733,41.2198,40866.51883318211,
GDPtex_num4,1684509.733,116.766,14426.371829128342,
TMAtex_num1,1684509.733,41.2198,40866.51883318211,
TMAtex_num2,1684509.733,116.766,14426.371829128342,
TMAtex_num3,1684509.733,117.9999,14275.518309761283,
TMAtex_num4,1684509.733,121.1044,13909.566729202244,
TMAOtex_num1,1684509.733,41.2198,40866.51883318211,
TMAOtex_num2,1684509.733,116.766,14426.371829128342,
TMAOtex_num3,1684509.733,117.9999,14275.518309761283,
TMAOtex_num4,1684509.733,121.1044,13909.566729202244,
TREtex_num1,1684509.733,41.2198,40866.51883318211,
TREtex_num2,1684509.733,116.766,14426.371829128342,
TREtex_num3,1684509.733,117.9999,14275.518309761283,
TREtex_num4,1684509.733,121.1044,13909.566729202244,
L_LACD3_num1,608580.0,104.2689,5836.639688344271,
L_LACD3_num2,608580.0,42.7282,14243.052597581924,
L_LACD2_num1,608580.0,104.2689,5836.639688344271,
L_LACD2_num2,608580.0,42.7282,14243.052597581924,
ACACT6r_num1,1200988584.0,46.5305,25810781.83127196,
ACACT6r_num2,1200988584.0,81.7524,14690560.570698842,
TRPtex_num1,1684509.733,41.2198,40866.51883318211,
TRPtex_num2,1684509.733,116.766,14426.371829128342,
TRPtex_num3,1684509.733,117.9999,14275.518309761283,
TRPtex_num4,1684509.733,121.1044,13909.566729202244,
TSULtex_num1,1684509.733,41.2198,40866.51883318211,
TSULtex_num2,1684509.733,116.766,14426.371829128342,
TSULtex_num3,1684509.733,117.9999,14275.518309761283,
TSULtex_num4,1684509.733,121.1044,13909.566729202244,
TYRtex_num1,1684509.733,41.2198,40866.51883318211,
TYRtex_num2,1684509.733,116.766,14426.371829128342,
TYRtex_num3,1684509.733,117.9999,14275.518309761283,
TYRtex_num4,1684509.733,121.1044,13909.566729202244,
URAtex_num1,1684509.733,41.2198,40866.51883318211,
URAtex_num2,1684509.733,116.766,14426.371829128342,
URAtex_num3,1684509.733,117.9999,14275.518309761283,
URAtex_num4,1684509.733,121.1044,13909.566729202244,
UREAtex_num1,1684509.733,41.2198,40866.51883318211,
UREAtex_num2,1684509.733,116.766,14426.371829128342,
UREAtex_num3,1684509.733,117.9999,14275.518309761283,
UREAtex_num4,1684509.733,121.1044,13909.566729202244,
VALtex_num1,1684509.733,41.2198,40866.51883318211,
VALtex_num2,1684509.733,116.766,14426.371829128342,
VALtex_num3,1684509.733,117.9999,14275.518309761283,
VALtex_num4,1684509.733,121.1044,13909.566729202244,
XANtex_num1,1684509.733,41.2198,40866.51883318211,
XANtex_num2,1684509.733,116.766,14426.371829128342,
XANtex_num3,1684509.733,117.9999,14275.518309761283,
XANtex_num4,1684509.733,121.1044,13909.566729202244,
XYLtex_num1,1684509.733,41.2198,40866.51883318211,
XYLtex_num2,1684509.733,116.766,14426.371829128342,
XYLtex_num3,1684509.733,117.9999,14275.518309761283,
XYLtex_num4,1684509.733,121.1044,13909.566729202244,
ABUTtex_num1,1684509.733,41.2198,40866.51883318211,
ABUTtex_num2,1684509.733,116.766,14426.371829128342,
ABUTtex_num3,1684509.733,117.9999,14275.518309761283,
ABUTtex_num4,1684509.733,121.1044,13909.566729202244,
GLYOX3,3001.81091,62.38,48.12136758576466,
FDMO4,2963.999999,166.9451,17.754339594273805,
23CAMPtex_num1,1684509.733,41.2198,40866.51883318211,
23CAMPtex_num2,1684509.733,116.766,14426.371829128342,
23CAMPtex_num3,1684509.733,117.9999,14275.518309761283,
23CAMPtex_num4,1684509.733,121.1044,13909.566729202244,
23CCMPtex_num1,1684509.733,41.2198,40866.51883318211,
23CCMPtex_num2,1684509.733,116.766,14426.371829128342,
23CCMPtex_num3,1684509.733,117.9999,14275.518309761283,
23CCMPtex_num4,1684509.733,121.1044,13909.566729202244,
23CUMPtex_num1,1684509.733,41.2198,40866.51883318211,
23CUMPtex_num2,1684509.733,116.766,14426.371829128342,
23CUMPtex_num3,1684509.733,117.9999,14275.518309761283,
23CUMPtex_num4,1684509.733,121.1044,13909.566729202244,
23CGMPtex_num1,1684509.733,41.2198,40866.51883318211,
23CGMPtex_num2,1684509.733,116.766,14426.371829128342,
23CGMPtex_num3,1684509.733,117.9999,14275.518309761283,
23CGMPtex_num4,1684509.733,121.1044,13909.566729202244,
3AMPtex_num1,1684509.733,41.2198,40866.51883318211,
3AMPtex_num2,1684509.733,116.766,14426.371829128342,
3AMPtex_num3,1684509.733,117.9999,14275.518309761283,
3AMPtex_num4,1684509.733,121.1044,13909.566729202244,
3CMPtex_num1,1684509.733,41.2198,40866.51883318211,
3CMPtex_num2,1684509.733,116.766,14426.371829128342,
3CMPtex_num3,1684509.733,117.9999,14275.518309761283,
3CMPtex_num4,1684509.733,121.1044,13909.566729202244,
ALAGLUE,24867.25714,34.674,717.1730155159487,
ETHSO3tex_num1,1684509.733,41.2198,40866.51883318211,
ETHSO3tex_num2,1684509.733,116.766,14426.371829128342,
ETHSO3tex_num3,1684509.733,117.9999,14275.518309761283,
ETHSO3tex_num4,1684509.733,121.1044,13909.566729202244,
BUTSO3tex_num1,1684509.733,41.2198,40866.51883318211,
BUTSO3tex_num2,1684509.733,116.766,14426.371829128342,
BUTSO3tex_num3,1684509.733,117.9999,14275.518309761283,
BUTSO3tex_num4,1684509.733,121.1044,13909.566729202244,
LIPOtex_num1,1684509.733,117.9999,14275.518309761283,
LIPOtex_num2,1684509.733,41.2198,40866.51883318211,
LIPOtex_num3,1684509.733,121.1044,13909.566729202244,
LIPOtex_num4,1684509.733,116.766,14426.371829128342,
CYANSTpp,524520.0,11.4753,45708.608925256856,
MCPST,1722768.546,30.8118,55912.62263158919,
GALBDtex_num1,1684509.733,117.9999,14275.518309761283,
GALBDtex_num2,1684509.733,121.1044,13909.566729202244,
GALBDtex_num3,1684509.733,116.766,14426.371829128342,
GALBDtex_num4,1684509.733,41.2198,40866.51883318211,
SULFACtex_num1,1684509.733,116.766,14426.371829128342,
SULFACtex_num2,1684509.733,41.2198,40866.51883318211,
SULFACtex_num3,1684509.733,121.1044,13909.566729202244,
SULFACtex_num4,1684509.733,117.9999,14275.518309761283,
NODOy,564859.3846,43.8677,12876.43037132104,
GALM2pp,19093275.0,38.1905,499948.28556840046,
CU1abcpp,11088.0,87.8731,126.18196012203964,
NODOx,663895.3846,43.8677,15134.0367650914,
NOtex_num1,1684509.733,41.2198,40866.51883318211,
NOtex_num2,1684509.733,116.766,14426.371829128342,
NOtex_num3,1684509.733,117.9999,14275.518309761283,
NOtex_num4,1684509.733,121.1044,13909.566729202244,
NHFRBO,660250.2856,258.3403,2555.738634661336,
N2Otex_num1,1684509.733,41.2198,40866.51883318211,
N2Otex_num2,1684509.733,116.766,14426.371829128342,
N2Otex_num3,1684509.733,117.9999,14275.518309761283,
N2Otex_num4,1684509.733,121.1044,13909.566729202244,
42A12BOOXpp,92996.39999,168.7573,551.0659390141938,
TYROXDApp,89301.08688999998,168.7573,529.1687345673342,
PEAMNtex_num1,1684509.733,41.2198,40866.51883318211,
PEAMNtex_num2,1684509.733,116.766,14426.371829128342,
PEAMNtex_num3,1684509.733,117.9999,14275.518309761283,
PEAMNtex_num4,1684509.733,121.1044,13909.566729202244,
PACALDtex_num1,1684509.733,41.2198,40866.51883318211,
PACALDtex_num2,1684509.733,116.766,14426.371829128342,
PACALDtex_num3,1684509.733,117.9999,14275.518309761283,
PACALDtex_num4,1684509.733,121.1044,13909.566729202244,
CYANtex_num1,1684509.733,41.2198,40866.51883318211,
CYANtex_num2,1684509.733,116.766,14426.371829128342,
CYANtex_num3,1684509.733,117.9999,14275.518309761283,
CYANtex_num4,1684509.733,121.1044,13909.566729202244,
SO3tex_num1,1684509.733,41.2198,40866.51883318211,
SO3tex_num2,1684509.733,116.766,14426.371829128342,
SO3tex_num3,1684509.733,117.9999,14275.518309761283,
SO3tex_num4,1684509.733,121.1044,13909.566729202244,
TCYNTtex_num1,1684509.733,41.2198,40866.51883318211,
TCYNTtex_num2,1684509.733,116.766,14426.371829128342,
TCYNTtex_num3,1684509.733,117.9999,14275.518309761283,
TCYNTtex_num4,1684509.733,121.1044,13909.566729202244,
METSOX1tex_num1,1684509.733,41.2198,40866.51883318211,
METSOX1tex_num2,1684509.733,116.766,14426.371829128342,
METSOX1tex_num3,1684509.733,117.9999,14275.518309761283,
METSOX1tex_num4,1684509.733,121.1044,13909.566729202244,
METSOX2tex_num1,1684509.733,41.2198,40866.51883318211,
METSOX2tex_num2,1684509.733,116.766,14426.371829128342,
METSOX2tex_num3,1684509.733,117.9999,14275.518309761283,
METSOX2tex_num4,1684509.733,121.1044,13909.566729202244,
3UMPtex_num1,1684509.733,41.2198,40866.51883318211,
3UMPtex_num2,1684509.733,116.766,14426.371829128342,
3UMPtex_num3,1684509.733,117.9999,14275.518309761283,
3UMPtex_num4,1684509.733,121.1044,13909.566729202244,
3GMPtex_num1,1684509.733,41.2198,40866.51883318211,
3GMPtex_num2,1684509.733,116.766,14426.371829128342,
3GMPtex_num3,1684509.733,117.9999,14275.518309761283,
3GMPtex_num4,1684509.733,121.1044,13909.566729202244,
METSOXR1_num1,313919.8154,101.4054,3095.691308352416,
METSOXR1_num2,313919.8154,38.8698,8076.188079177151,
METSOXR1_num3,313919.8154,35.1216,8938.084124869027,
METSOXR1_num4,313919.8154,97.6573,3214.504347345257,
METSOXR2_num1,313919.8154,48.0506,6533.109168251801,
METSOXR2_num2,313919.8154,31.006,10124.486080113527,
METSOXR2_num3,313919.8154,27.2578,11516.696703328955,
METSOXR2_num4,313919.8154,51.7988,6060.368491161958,
DAPAL,216683.7231,86.6551,2500.530529651457,
AMPTASECG_num1,463205.4545,277.08099999999996,1671.7330112855084,
AMPTASECG_num2,463205.4545,98.9189,4682.678987534233,
AMPTASECG_num3,463205.4545,329.2789,1406.7268036306,
AMPTASECG_num4,463205.4545,105.8308,4376.849220642762,
DOPAtex_num1,1684509.733,41.2198,40866.51883318211,
DOPAtex_num2,1684509.733,116.766,14426.371829128342,
DOPAtex_num3,1684509.733,117.9999,14275.518309761283,
DOPAtex_num4,1684509.733,121.1044,13909.566729202244,
4HOXPACDtex_num1,1684509.733,41.2198,40866.51883318211,
4HOXPACDtex_num2,1684509.733,116.766,14426.371829128342,
4HOXPACDtex_num3,1684509.733,117.9999,14275.518309761283,
4HOXPACDtex_num4,1684509.733,121.1044,13909.566729202244,
LACZpp,1911960.0,83.46,22908.698777857662,
GPDDA1pp,35568.78667,81.6867,435.42934982071745,
ETHAtex_num1,1684509.733,41.2198,40866.51883318211,
ETHAtex_num2,1684509.733,116.766,14426.371829128342,
ETHAtex_num3,1684509.733,117.9999,14275.518309761283,
ETHAtex_num4,1684509.733,121.1044,13909.566729202244,
G3PStex_num1,1684509.733,41.2198,40866.51883318211,
G3PStex_num2,1684509.733,116.766,14426.371829128342,
G3PStex_num3,1684509.733,117.9999,14275.518309761283,
G3PStex_num4,1684509.733,121.1044,13909.566729202244,
FLVR_num1,91896.13566,26.241999999999997,3501.8724053044734,
FLVR_num2,91896.13566,786.1512,116.89371670487814,
FDMO2,2963.999999,166.9451,17.754339594273805,
LALGP,23962536.0,105.8308,226423.08288324386,
ACGAL1Ptex_num1,1684509.733,41.2198,40866.51883318211,
ACGAL1Ptex_num2,1684509.733,116.766,14426.371829128342,
ACGAL1Ptex_num3,1684509.733,117.9999,14275.518309761283,
ACGAL1Ptex_num4,1684509.733,121.1044,13909.566729202244,
ACGALtex_num1,1684509.733,41.2198,40866.51883318211,
ACGALtex_num2,1684509.733,116.766,14426.371829128342,
ACGALtex_num3,1684509.733,117.9999,14275.518309761283,
ACGALtex_num4,1684509.733,121.1044,13909.566729202244,
GLCUR1Ptex_num1,1684509.733,41.2198,40866.51883318211,
GLCUR1Ptex_num2,1684509.733,116.766,14426.371829128342,
GLCUR1Ptex_num3,1684509.733,117.9999,14275.518309761283,
GLCUR1Ptex_num4,1684509.733,121.1044,13909.566729202244,
UDPGLCURtex_num1,1684509.733,41.2198,40866.51883318211,
UDPGLCURtex_num2,1684509.733,116.766,14426.371829128342,
UDPGLCURtex_num3,1684509.733,117.9999,14275.518309761283,
UDPGLCURtex_num4,1684509.733,121.1044,13909.566729202244,
UDPGALPpp,1256580.0,60.824,20659.279231882152,
UACGAMPpp,1256580.0,60.824,20659.279231882152,
UACGALPpp,1256580.0,60.824,20659.279231882152,
FEROpp_num1,8621.217392,56.5562,152.43629154716905,
FEROpp_num2,8621.217392,443.88,19.422405587095614,
ISETACtex_num1,1684509.733,41.2198,40866.51883318211,
ISETACtex_num2,1684509.733,116.766,14426.371829128342,
ISETACtex_num3,1684509.733,117.9999,14275.518309761283,
ISETACtex_num4,1684509.733,121.1044,13909.566729202244,
UDPGtex_num1,1684509.733,41.2198,40866.51883318211,
UDPGtex_num2,1684509.733,116.766,14426.371829128342,
UDPGtex_num3,1684509.733,117.9999,14275.518309761283,
UDPGtex_num4,1684509.733,121.1044,13909.566729202244,
UDPGALtex_num1,1684509.733,121.1044,13909.566729202244,
UDPGALtex_num2,1684509.733,117.9999,14275.518309761283,
UDPGALtex_num3,1684509.733,41.2198,40866.51883318211,
UDPGALtex_num4,1684509.733,116.766,14426.371829128342,
ACGAM1Ptex_num1,1684509.733,41.2198,40866.51883318211,
ACGAM1Ptex_num2,1684509.733,116.766,14426.371829128342,
ACGAM1Ptex_num3,1684509.733,117.9999,14275.518309761283,
ACGAM1Ptex_num4,1684509.733,121.1044,13909.566729202244,
UACGAMtex_num1,1684509.733,41.2198,40866.51883318211,
UACGAMtex_num2,1684509.733,116.766,14426.371829128342,
UACGAMtex_num3,1684509.733,117.9999,14275.518309761283,
UACGAMtex_num4,1684509.733,121.1044,13909.566729202244,
UDPACGALtex_num1,1684509.733,41.2198,40866.51883318211,
UDPACGALtex_num2,1684509.733,116.766,14426.371829128342,
UDPACGALtex_num3,1684509.733,117.9999,14275.518309761283,
UDPACGALtex_num4,1684509.733,121.1044,13909.566729202244,
CBLAT,221.3679996,21.9989,10.062684934246713,
MSO3tex_num1,1684509.733,41.2198,40866.51883318211,
MSO3tex_num2,1684509.733,116.766,14426.371829128342,
MSO3tex_num3,1684509.733,117.9999,14275.518309761283,
MSO3tex_num4,1684509.733,121.1044,13909.566729202244,
TDP,2040.631578,17.4329,117.05634621893087,
ARABDI,379.8,389.86,0.9741958651823732,
ZNabcpp,1080000.0,178.747,6042.0594471515615,
PSP_Lpp_num1,600507.702,104.4142,5751.207230434176,
PSP_Lpp_num2,600507.702,98.8772,6073.267669391934,
GLYC2Ptex_num1,1684509.733,41.2198,40866.51883318211,
GLYC2Ptex_num2,1684509.733,116.766,14426.371829128342,
GLYC2Ptex_num3,1684509.733,117.9999,14275.518309761283,
GLYC2Ptex_num4,1684509.733,121.1044,13909.566729202244,
PSERtex_num1,1684509.733,41.2198,40866.51883318211,
PSERtex_num2,1684509.733,116.766,14426.371829128342,
PSERtex_num3,1684509.733,117.9999,14275.518309761283,
PSERtex_num4,1684509.733,121.1044,13909.566729202244,
R5Ptex_num1,1684509.733,41.2198,40866.51883318211,
R5Ptex_num2,1684509.733,116.766,14426.371829128342,
R5Ptex_num3,1684509.733,117.9999,14275.518309761283,
R5Ptex_num4,1684509.733,121.1044,13909.566729202244,
THRPtex_num1,1684509.733,41.2198,40866.51883318211,
THRPtex_num2,1684509.733,116.766,14426.371829128342,
THRPtex_num3,1684509.733,117.9999,14275.518309761283,
THRPtex_num4,1684509.733,121.1044,13909.566729202244,
TYRPtex_num1,1684509.733,41.2198,40866.51883318211,
TYRPtex_num2,1684509.733,116.766,14426.371829128342,
TYRPtex_num3,1684509.733,117.9999,14275.518309761283,
TYRPtex_num4,1684509.733,121.1044,13909.566729202244,
PAPSR2_num1,2199.2,80.3019,27.38664963095518,
PAPSR2_num2,2199.2,65.0891,33.78753124563099,
PAPSR2_num3,2199.2,65.6365,33.50574756423636,
PAPSR2_num4,2199.2,81.7092,26.914961840282373,
GRXR_num1,175018.5,25.7575,6794.855867223138,
GRXR_num2,175018.5,24.3502,7187.559034422715,
GRXR_num3,175018.5,9.1375,19153.871409028732,
GRXR_num4,175018.5,9.6849,18071.27590372642,
FACOAE160,39036.40614,127.8653,305.29319635585256,
FACOAE140,39036.40614,127.8653,305.29319635585256,
PPGPPDP,9488.999999,79.3424,119.5955756190889,
CITtex_num1,1684509.733,41.2198,40866.51883318211,
CITtex_num2,1684509.733,116.766,14426.371829128342,
CITtex_num3,1684509.733,117.9999,14275.518309761283,
CITtex_num4,1684509.733,121.1044,13909.566729202244,
ACGAtex_num1,1684509.733,41.2198,40866.51883318211,
ACGAtex_num2,1684509.733,116.766,14426.371829128342,
ACGAtex_num3,1684509.733,117.9999,14275.518309761283,
ACGAtex_num4,1684509.733,121.1044,13909.566729202244,
23PDE2pp,36432.0,70.8322,514.3423471246128,
23PDE4pp,36432.0,70.8322,514.3423471246128,
23PDE9pp,36432.0,70.8322,514.3423471246128,
SARCOX,72104.4,40.902,1762.8575619774094,
GDPDPK_num1,54438.00001,83.8756,649.0326150871052,
GDPDPK_num2,54438.00001,79.3424,686.1148643096252,
G6Ptex_num1,1684509.733,41.2198,40866.51883318211,
G6Ptex_num2,1684509.733,116.766,14426.371829128342,
G6Ptex_num3,1684509.733,117.9999,14275.518309761283,
G6Ptex_num4,1684509.733,121.1044,13909.566729202244,
MOBDtex_num1,1684509.733,41.2198,40866.51883318211,
MOBDtex_num2,1684509.733,116.766,14426.371829128342,
MOBDtex_num3,1684509.733,117.9999,14275.518309761283,
MOBDtex_num4,1684509.733,121.1044,13909.566729202244,
NI2tex_num1,1684509.733,41.2198,40866.51883318211,
NI2tex_num2,1684509.733,116.766,14426.371829128342,
NI2tex_num3,1684509.733,117.9999,14275.518309761283,
NI2tex_num4,1684509.733,121.1044,13909.566729202244,
MALTabcpp,11160.0,214.6074,52.00193469563491,
GGPTRCS,21384.0,638.1259,33.510628545244764,
ASNNpp,1294539.408,147.4028,8782.325763146968,
GLUNpp,127426.0,147.4028,864.4747589598026,
DNTPPA_num1,14760.54,17.3058,852.924453073536,
DNTPPA_num2,14760.54,14.9271,988.8417710070946,
NTPP9,24891.6,42.0777,591.5627517663751,
NTPP10,809014.9090000001,42.0777,19226.690360927525,
NTPP11,809014.9090000001,42.0777,19226.690360927525,
NTD10pp_num1,347934.6,104.4142,3332.253658985081,
NTD10pp_num2,347934.6,60.824,5720.350519531764,
NTD1pp_num1,290100.0,60.824,4769.498882020255,
NTD1pp_num2,290100.0,104.4142,2778.3577329520317,
NTD2pp_num1,347934.6,60.824,5720.350519531764,
NTD2pp_num2,347934.6,104.4142,3332.253658985081,
NTD2pp_num3,347934.6,98.8772,3518.85571193359,
NTD3pp_num1,290100.0,60.824,4769.498882020255,
NTD3pp_num2,290100.0,104.4142,2778.3577329520317,
NTD4pp_num1,347934.6,104.4142,3332.253658985081,
NTD4pp_num2,347934.6,60.824,5720.350519531764,
NTD4pp_num3,347934.6,98.8772,3518.85571193359,
NTD5pp_num1,290100.0,104.4142,2778.3577329520317,
NTD5pp_num2,290100.0,60.824,4769.498882020255,
NTD6pp_num1,290100.0,60.824,4769.498882020255,
NTD6pp_num2,290100.0,104.4142,2778.3577329520317,
NTD7pp_num1,347934.6,104.4142,3332.253658985081,
NTD7pp_num2,347934.6,60.824,5720.350519531764,
NTD7pp_num3,347934.6,98.8772,3518.85571193359,
NTD9pp_num1,347934.6,104.4142,3332.253658985081,
NTD9pp_num2,347934.6,60.824,5720.350519531764,
NTD9pp_num3,347934.6,98.8772,3518.85571193359,
PEAMNOpp,116539.2,168.7573,690.572792999177,
H2O2tex_num1,1684509.733,41.2198,40866.51883318211,
H2O2tex_num2,1684509.733,116.766,14426.371829128342,
H2O2tex_num3,1684509.733,117.9999,14275.518309761283,
H2O2tex_num4,1684509.733,121.1044,13909.566729202244,
ARGDCpp,12120.54546,295.5938,41.00405847483946,
ALLPI,21427852.32,32.1466,666566.6764136797,
ALLK,77142.85715,33.8209,2280.922658770169,
ADEtex_num1,1684509.733,41.2198,40866.51883318211,
ADEtex_num2,1684509.733,116.766,14426.371829128342,
ADEtex_num3,1684509.733,117.9999,14275.518309761283,
ADEtex_num4,1684509.733,121.1044,13909.566729202244,
AGMtex_num1,1684509.733,41.2198,40866.51883318211,
AGMtex_num2,1684509.733,116.766,14426.371829128342,
AGMtex_num3,1684509.733,117.9999,14275.518309761283,
AGMtex_num4,1684509.733,121.1044,13909.566729202244,
ALAtex_num1,1684509.733,121.1044,13909.566729202244,
ALAtex_num2,1684509.733,116.766,14426.371829128342,
